OrigFdCd; OrigFdNm; EngFdNam; SciNam; EDIBLE; NCF; FACF; ENERC [kJ]; ENERC [kcal]; FAT [g]; FASAT [g]; FAMS [g]; FAPU [g]; FATRN [g]; CHOT [g]; CHO [g]; SUGAR [g]; FIBT [g]; PROT [g]; ASH [g]; NA [mg]; NACL [g]; WATER [g]
590; Maso krùtí, horní stehno, bez kosti, bez kùe; Turkey, thigh, skinless, boneless, raw; ; 1.00; 6.25; 0.945;573;137; 6.3; 1.43; 1.72; 2.72;0;0;0;0;0; 20.0; 1.0;82; 0.21; 72.5
568; Maso krùtí, krky; Turkey, neck, raw; ; 0.58; 6.25; 0.945;596;143; 7.8; 2.44; 2.86; 2.08;0;0;0;0;0; 18.1; 0.9;84; 0.21; 73.2
537; Maso krùtí, køídla s kùí; Turkey, whole wing, with skin, bone-in, raw; ; 0.77; 6.25; 0.945;802;192; 12.2; 3.32; 5.61; 2.58;0;0;0;0;0; 20.6; 0.9;68; 0.17; 67.7
452; Maso krùtí, prsa bez kosti a kùe; Turkey, breast, skinless, boneless, raw; ; 1.00; 6.25; 0.945;433;102; 1.0; 0.28; 0.38; 0.19;0;0;0;0;0; 23.3; 1.2;55; 0.14; 74.2
709; Maso krùtí, prsa s kostí a kùí; Turkey, breast with bone and skin, raw; Meleagris gallopavo f. domestica; 0.87; 6.25; 0.945;522;124; 3.6; 0.86; 1.61; 0.84;0;0;0;0;0; 23.0; 1.3;60; 0.15; 72.2
534; Maso krùtí, spodní stehna, s kostí, s kùí; Turkey, drumstick, with skin, bone-in, raw; ; 0.75; 6.25; 0.945;515;123; 5.0; 1.41; 2.26; 1.01;0;0;0;0;0; 19.4; 1.0;73; 0.18; 73.8
430; Maso krùtí, stehno bez kùe a bez kosti; Turkey, leg, skinless, boneless, raw; ; 1.00; 6.25; 0.945;527;126; 5.0; 1.61; 1.89; 1.23;0;0;0;0;0; 20.2; 1.3;84; 0.21; 73.6
591; Maso krùtí, strojnì oddìlené (separát)  ; Turkey, meat, mechanically separated, raw; ; 1.00; 6.25; 0.945;798;192; 14.4; 4.63; 5.37; 3.56;0;0;0;0;0; 15.6; 1.1;86; 0.22; 67.8
710; Maso kuøecí, horní stehno bez kosti a kùe; Chicken, upper thigh without bone and skin, raw; ; 1.00; 6.25; 0.945;589;141; 7.5; 2.27; 3.60; 1.14;0;0;0;0;0; 18.3; 1.1;67; 0.17; 72.7
439; Maso kuøecí, horní stehno s kostí a kùí; Chicken, thigh, with skin, bone-in, raw; ; 0.91; 6.25; 0.945;1030;246; 20.5; 5.95; 10.21; 3.12;0;0;0;0;0; 16.1; 0.8;80; 0.20; 62.7
567; Maso kuøecí, krky; Chicken, neck, raw; ; 0.44; 6.25; 0.945;687;165; 12.0; 3.01; 6.00; 2.20;0;0;0;0;0; 14.3; 0.8;68; 0.17; 71.7
584; Maso kuøecí, køídla dìlená /bez špièky/, s kostí, s kùí; Chicken, wing, (flat and drummette, without  tip), with skin, bone-in, raw; ; 0.71; 6.25; 0.945;812;195; 13.9; 4.00; 6.80; 2.22;0;0;0;0;0; 17.5; 0.9;82; 0.21; 67.1
437; Maso kuøecí, køídla s kostí a kùí; Chicken, wing, with skin, bone-in, raw; ; 0.62; 6.25; 0.945;787;188; 13.8; 3.97; 6.43; 2.55;0;0;0;0;0; 16.3; 0.7;100; 0.25; 69.2
490; Maso kuøecí, kuøe celé, s kùí, bez drobù; Chicken, whole, with skin, without giblets, raw; ; 0.71; 6.25; 0.945;935;225; 17.6; 5.20; 8.98; 2.36;0;0;0;0;0; 16.7; 0.9;73; 0.18; 65.2
427; Maso kuøecí, prsa s kùí a kostí; Chicken, breast, with skin, bone-in, raw; ; 0.87; 6.25; 0.945;528;126; 5.1; 1.51; 2.46; 0.85;0;0;0;0;0; 19.9; 1.1;65; 0.16; 73.9
230; Maso kuøecí, prsa, bez kùe; Chicken, breast, meat only, raw; ; 1.00; 6.25; 0.945;429;102; 1.2; 0.38; 0.57; 0.19;0;0;0;0;0; 22.8; 1.3;52; 0.13; 74.8
528; Maso kuøecí, prsní oøez; Chicken, breast trimmings, raw; ; 1.00; 6.25; 0.945;550;131; 5.4; 1.66; 2.63; 0.84;0;0;0;0;0; 20.6; 1.1;49; 0.12; 71.9
711; Maso kuøecí, spodní stehno bez kosti a kùe; Chicken, drumstick without bone and skin, raw; ; 1.00; 6.25; 0.945;494;118; 5.0; 1.44; 2.52; 0.64;0;0;0;0;0; 18.2; 1.0;78; 0.19; 75.0
443; Maso kuøecí, spodní stehno s kostí a kùí; Chicken, drumstick, with skin, bone-in, raw; ; 0.71; 6.25; 0.945;529;126; 6.1; 1.70; 2.93; 1.13;0;0;0;0;0; 17.8; 0.9;106; 0.27; 75.2
530; Maso kuøecí, stehenní øízek s kùí, bez kosti; Chicken, leg, fillet, with skin, boneless, raw; ; 1.00; 6.25; 0.945;723;174; 11.6; 3.11; 5.57; 2.17;0;0;0;0;0; 17.3; 0.9;66; 0.17; 69.9
494; Maso kuøecí, stehno bez kùe a bez kosti – kuøecí stehenní øízek; Chicken, leg, fillet, skinless, boneless, raw; ; 1.00; 6.25; 0.945;603;144; 8.0; 2.46; 3.78; 1.32;0;0;0;0;0; 18.2; 1.0;92; 0.23; 72.9
229; Maso kuøecí, stehno, s kùí; Chicken, leg, with skin, raw; ; 0.71; 6.25; 0.945;791;189; 13.5; 3.87; 6.52; 2.27;0;0;0;0;0; 17.2; 0.9;86; 0.22; 68.4
524; Maso kuøecí, strojnì oddìlené I (tvrdé oddìlování); Chicken, meat, mechanically separated I (high pressure separation), raw; ; 1.00; 6.25; 0.945;729;175; 12.2; 3.11; 6.07; 2.18;0;0;0;0;0; 16.3; 1.0;72; 0.18; 70.7
525; Maso kuøecí, strojnì oddìlené II – baader (mìkké oddìlování); Chicken, mechanically separated II - baader (low pressure separation), raw; ; 1.00; 6.25; 0.945;551;131; 5.1; 1.47; 2.45; 0.89;0;0;0;0;0; 21.3; 1.1;39; 0.10; 72.8
523; Maso kuøecí, vnitøní prsní filet, bez kosti, bez kùe; Chicken, inner breast, fillet, skinless, boneless, raw; ; 1.00; 6.25; 0.945;421;99; 0.8; 0.11; 0.39; 0.14;0;0;0;0;0; 23.0; 1.2;36; 0.09; 75.7
434; Maso kuøecí, zadní ètvrtky s kostí a kùí; Chicken, hind (leg) quarter, with skin, bone-in, raw; ; 0.74; 6.25; 0.945;885;211; 16.6; 5.01; 7.94; 2.65;0;0;0;0;0; 16.0; 0.8;93; 0.23; 66.6
531; Maso kuøecí, zadní høbety, s kostí, s kùí; Chicken, hind back, with skin, bone-in, raw; ; 0.64; 6.25; 0.945;1374;333; 31.4; 7.96; 15.63; 5.75;0;0;0;0;0; 12.5; 0.7;59; 0.15; 54.4
461; Maso kuøecí, zlaté kuøe s vıkrmem min. 50 dní, celé, bez drobù; Chicken, whole, type - golden chicken, fattening min. 50 days, without giblets, raw; ; 0.70; 6.25; 0.945;919;220; 16.4; 4.91; 7.56; 3.02;0;0;0;0;0; 18.3; 0.8;70; 0.18; 64.5
573; Maso kuøecí, Zlaté kuøe, køídla, s kùí; Chicken, type - golden chicken, whole wing, with skin, bone-in, raw; ; 0.61; 6.25; 0.945;741;178; 11.7; 3.54; 5.82; 1.64;0;0;0;0;0; 18.1; 0.8;80; 0.20; 69.9
570; Maso kuøecí, Zlaté kuøe, prsa, s kùí, s kostí; Chicken, type - golden chicken, breast, with skin, bone-in, raw; ; 0.84; 6.25; 0.945;613;146; 7.1; 2.18; 3.45; 1.02;0;0;0;0;0; 20.6; 1.0;46; 0.12; 70.8
569; Maso kuøecí, Zlaté kuøe, prsní øízky, bez kostí, bez kùe; Chicken, type - golden chicken, breast, fillet, skinless, boneless, raw; ; 1.00; 6.25; 0.945;419;99; 0.7; 0.21; 0.32; 0.09;0;0;0;0;0; 23.1; 1.2;31; 0.08; 74.5
571; Maso kuøecí, Zlaté kuøe, stehna, s kostí, s kùí; Chicken, type - golden chicken, leg, with skin, bone-in, raw; ; 0.78; 6.25; 0.945;690;165; 10.6; 3.08; 5.34; 1.63;0;0;0;0;0; 17.5; 1.0;68; 0.17; 70.0
586; Maso kuøecí, Zlaté kuøe, stehno, bez kosti, bez kùe – stehenní øízek; Chicken, type - golden chicken, leg, fillet, skinless, boneless, raw; ; 1.00; 6.25; 0.945;660;157; 9.2; 2.68; 4.35; 1.60;0;0;0;0;0; 18.8; 1.1;58; 0.15; 71.1
572; Maso kuøecí, Zlaté kuøe, zadní ètvrtky, s kostí, s kùí; Chicken, type - golden chicken, hind (leg) quarter, with skin, bone-in, raw; ; 0.73; 6.25; 0.945;754;181; 12.6; 3.95; 6.03; 1.83;0;0;0;0;0; 16.9; 1.0;72; 0.18; 68.5
863; Maso kùzleèí, hrudí; Goatlink meat, brisket, raw; Capra aegagrus hircus; 0.52; 6.25; 0.916;310;73; 0.8; 0.44; 0.21; 0.03;0;0;0;0;0; 16.5; 0.9;97; 0.24; 81.0
864; Maso kùzleèí, høbet; Goatlink meat, back, raw; Capra aegagrus hircus; 1.00; 6.25; 0.916;329;78; 1.0; 0.50; 0.29; 0.10;0;0;0;0;0; 17.2; 1.0;88; 0.22; 80.2
865; Maso kùzleèí, krk; Goatlink meat, neck, raw; Capra aegagrus hircus; 0.49; 6.25; 0.916;329;78; 0.9; 0.46; 0.24; 0.02;0;0;0;0;0; 17.4; 1.0;84; 0.21; 80.5
866; Maso kùzleèí, kıta; Goatlink meat, rump, raw; Capra aegagrus hircus; 0.71; 6.25; 0.916;340;80; 1.1; 0.58; 0.33; 0.03;0;0;0;0;0; 17.6; 1.0;72; 0.18; 80.3
867; Maso kùzleèí, plec; Goatlink meat, shoulder, raw; Capra aegagrus hircus; 0.63; 6.25; 0.916;338;80; 0.9; 0.25; 0.51; 0.05;0;0;0;0;0; 17.9; 1.0;79; 0.20; 80.6
779; Maso mufloní, høbet; Mouflon, back, raw; Ovis musimon; 1.00; 6.25; 0.916;450;107; 2.8; 1.27; 1.12; 0.07;0;0;0;0;0; 20.4; 1.1;67; 0.17; 74.8
777; Maso mufloní, kıta; Mouflon, rump, raw; Ovis musimon; 1.00; 6.25; 0.916;436;103; 1.9; 0.82; 0.79; 0.04;0;0;0;0;0; 21.5; 1.1;55; 0.14; 75.3
780; Maso mufloní, na guláš; Mouflon, for goulash, raw; Ovis musimon; 1.00; 6.25; 0.916;446;106; 2.3; 0.88; 0.99; 0.11;0;0;0;0;0; 21.2; 1.1;76; 0.19; 74.6
781; Maso mufloní, panenka; Mouflon, loin, raw; Ovis musimon; 1.00; 6.25; 0.916;585;140; 7.4; 3.97; 2.14; 0.16;0;0;0;0;0; 18.3; 1.0;56; 0.14; 71.1
778; Maso mufloní, plec; Mouflon, shoulder, raw; Ovis musimon; 1.00; 6.25; 0.916;449;107; 3.5; 1.58; 1.36; 0.09;0;0;0;0;0; 18.8; 1.1;79; 0.20; 75.8
868; Maso seleèí , bok; Piglet meat, brisket; Sus scrofa f. domestica; 1.00; 6.25; 0.910;601;144; 7.7; 2.94; 2.66; 1.20;0;0;0;0;0; 18.6; 1.1;83; 0.21; 71.6
869; Maso seleèí, høbet; Piglet meat, back, raw; Sus scrofa f. domestica; 1.00; 6.25; 0.910;403;95; 1.3; 0.49; 0.47; 0.20;0;0;0;0;0; 20.9; 1.2;47; 0.12; 76.6
870; Maso seleèí, kıta; Piglet meat, rump, raw; Sus scrofa f. domestica; 1.00; 6.25; 0.910;421;100; 1.9; 0.69; 0.64; 0.26;0;0;0;0;0; 20.6; 1.2;46; 0.12; 76.7
871; Maso seleèí, panenka; Piglet meat,  loin, raw; Sus scrofa f. domestica; 1.00; 6.25; 0.910;438;104; 2.6; 1.03; 0.88; 0.37;0;0;0;0;0; 20.1; 1.4;65; 0.16; 76.7
872; Maso seleèí, šrùtka; Piglet meat, neck-end, raw; Sus scrofa f. domestica; 1.00; 6.25; 0.910;497;118; 4.7; 1.86; 1.61; 0.64;0;0;0;0;0; 19.0; 1.2;51; 0.13; 75.0
873; Maso skopové, hrudí; Mutton, brisket, raw; Ovis ammon f. aries; 0.73; 6.25; 0.916;1336;323; 29.3; 11.99; 10.92; 1.09;0;0;0;0;0; 14.8; 0.7;61; 0.15; 53.6
874; Maso skopové, høbet; Mutton, back, raw; Ovis ammon f. aries; 0.77; 6.25; 0.916;1305;316; 28.7; 11.36; 10.74; 0.88;0;0;0;0;0; 14.3; 0.7;53; 0.13; 53.7
875; Maso skopové, krk; Mutton, neck, raw; Ovis ammon f. aries; 0.74; 6.25; 0.916;1066;257; 21.5; 8.70; 8.29; 0.76;0;0;0;0;0; 15.9; 0.9;63; 0.16; 62.9
876; Maso skopové, kıta; Mutton, rump, raw; Ovis ammon f. aries; 0.80; 6.25; 0.916;641;153; 9.0; 3.62; 3.65; 0.28;0;0;0;0;0; 18.1; 1.0;61; 0.15; 70.7
877; Maso skopové, plec; Mutton, shoulder, raw; Ovis ammon f. aries; 0.82; 6.25; 0.916;615;147; 7.7; 2.95; 3.26; 0.29;0;0;0;0;0; 19.4; 1.0;73; 0.18; 71.7
878; Maso skopové, svíèková; Mutton, sirloin, raw; Ovis ammon f. aries; 1.00; 6.25; 0.916;911;219; 16.5; 7.19; 6.09; 0.59;0;0;0;0;0; 17.7; 1.1;59; 0.15; 64.9
879; Maso skopové, šrùtka; Mutton,  neck-end, raw; Ovis ammon f. aries; 0.76; 6.25; 0.916;831;200; 14.5; 5.64; 6.00; 0.54;0;0;0;0;0; 17.3; 1.0;59; 0.15; 66.6
544; Maso slepièí, prsa bez kosti a kùe; Hen, breast, skinless, boneless, raw; ; 1.00; 6.25; 0.945;469;111; 0.9; 0.29; 0.46; 0.13;0;0;0;0;0; 25.6; 1.1;41; 0.10; 72.9
543; Maso slepièí, prsa s kostí a kùí; Hen, breast, with skin, bone-in, raw; ; 0.79; 6.25; 0.945;571;136; 5.1; 1.33; 2.79; 0.68;0;0;0;0;0; 22.5; 1.0;47; 0.12; 70.8
431; Maso slepièí, slepice celá, bez drobù; Hen, whole, without giblets, raw; ; 0.67; 6.25; 0.945;896;214; 15.5; 4.25; 7.37; 2.93;0;0;0;0;0; 18.9; 0.9;72; 0.18; 64.7
542; Maso slepièí, stehno bez kùe a kosti – slepièí stehenní øízek; Hen, leg, skinless, boneless, raw; ; 1.00; 6.25; 0.945;620;148; 7.3; 1.93; 3.78; 1.15;0;0;0;0;0; 20.6; 1.1;67; 0.17; 71.9
541; Maso slepièí, stehno s kùí a kostí; Hen, leg, fillet, with skin, bone-in, raw; ; 0.75; 6.25; 0.945;559;133; 6.2; 1.59; 3.19; 1.06;0;0;0;0;0; 19.4; 1.0;72; 0.18; 73.8
725; Maso srnèí, høbet; Roe deer, back, raw; Capreolus capreolus; 1.00; 6.25; 0.916;366;86; 0.7; 0.33; 0.12; 0.14;0;0;0;0;0; 20.0; 1.6;71; 0.18; 78.6
723; Maso srnèí, kıta; Roe deer, rump, raw; Capreolus capreolus; 1.00; 6.25; 0.916;350;82; 0.3; 0.11; 0.04; 0.06;0;0;0;0;0; 19.7; 1.1;68; 0.17; 78.7
731; Maso srnèí, na guláš; Roe deer, for goulash, raw; Capreolus capreolus; 1.00; 6.25; 0.916;340;80; 0.7; 0.32; 0.11; 0.14;0;0;0;0;0; 18.5; 1.0;77; 0.19; 79.5
724; Maso srnèí, plec; Roe deer, shoulder, raw; Capreolus capreolus; 1.00; 6.25; 0.916;322;76; 0.3; 0.12; 0.05; 0.06;0;0;0;0;0; 18.3; 1.0;76; 0.19; 79.7
726; Maso srnèí, svíèková; Roe deer, sirloin, raw; Capreolus capreolus; 1.00; 6.25; 0.916;338;80; 0.3; 0.13; 0.05; 0.04;0;0;0;0;0; 19.2; 1.2;70; 0.18; 78.1
712; Maso telecí, hrudí; Veal, brisket, raw; Bos taurus; 0.65; 6.25; 0.916;640;153; 9.2; 4.52; 3.15; 0.28;0;0;0;0;0; 17.6; 1.0;110; 0.27; 71.9
713; Maso telecí, krk; Veal, neck, raw; Bos taurus; 0.79; 6.25; 0.916;468;111; 3.5; 1.45; 1.41; 0.09;0;0;0;0;0; 19.9; 1.0;86; 0.21; 75.6
223; Maso telecí, kıta; Veal, rump, raw; Bos taurus; 1.00; 6.25; 0.916;403;95; 1.2; 0.57; 0.40; 0.04;0;0;0;0;0; 21.1; 1.2;54; 0.13; 76.8
714; Maso telecí, peèenì; Veal, roast, raw; Bos taurus; 1.00; 6.25; 0.916;563;134; 5.4; 2.29; 2.38; 0.36;0;0;0;0;0; 21.1; 1.0;57; 0.14; 72.2
222; Maso telecí, plec; Veal, shoulder, raw; Bos taurus; 1.00; 6.25; 0.916;428;101; 1.5; 0.63; 0.62; 0.04;0;0;0;0;0; 21.9; 1.5;62; 0.16; 75.1
549; Maso vepøové vırobní, V10; Pork, production meat, V10, raw; ; 1.00; 6.25; 0.910;2784;677; 72.9; 28.27; 31.17; 6.16;0;0;0;0;0; 5.0; 0.3;37; 0.09; 20.7
288; Maso vepøové, bok bez kosti a kùe, peèenı; Pork, belly, boneless, without skin, roasted; ; 1.00; 6.25; 0.953;1660;400; 33.9; 9.56; 14.27; 2.82; 0.10;0;0;0;0; 23.8; 1.1;63; 0.2; 41.3
287; Maso vepøové, bok bez kosti a kùe, syrovı; Pork, belly, boneless, without skin, raw; ; 1.00; 6.25; 0.953;1350;325; 29.7; 7.73; 12.77; 2.88; 0.08;0;0;0;0; 14.5; 0.8;59; 0.1; 55.1
276; Maso vepøové, krkovice bez kosti, libová, peèená; Pork, shoulder blade, boneless, separable lean only, roasted; ; 1.00; 6.25; 0.910;1120;268; 16.6; 4.31; 6.37; 1.23; 0.04;0;0;0;0; 29.6; 1.1;52; 0.1; 52.6
272; Maso vepøové, krkovice bez kosti, libová, syrová; Pork, shoulder blade, boneless, separable lean only, raw; ; 1.00; 6.25; 0.910;723;173; 10.4; 2.67; 3.87; 1.09; 0.02;0;0;0;0; 19.9; 1.0;54; 0.1; 68.6
275; Maso vepøové, krkovice bez kosti, syrová (separovatelnı tuk 10 %); Pork, shoulder blade, boneless, separable lean and 10% separable fat, raw; ; 1.00; 6.25; 0.000;910;219; 16.0; 4.30; 6.16; 1.58; 0.03;0;0;0;0; 18.6; 0.9;52; 0.1; 64.4
273; Maso vepøové, krkovice bez kosti, syrová (separovatelnı tuk 3 %); Pork, shoulder blade, boneless, separable lean and 3% separable fat, raw; ; 1.00; 6.25; 0.000;779;187; 12.1; 3.16; 4.56; 1.24; 0.02;0;0;0;0; 19.5; 1.0;53; 0.1; 67.3
274; Maso vepøové, krkovice bez kosti, syrová (separovatelnı tuk 5 %); Pork, shoulder blade, boneless, separable lean and 5% separable fat, raw; ; 1.00; 6.25; 0.000;816;196; 13.2; 3.49; 5.02; 1.34; 0.03;0;0;0;0; 19.3; 1.0;53; 0.1; 66.5
291; Maso vepøové, krkovice bez kosti, uzená, komerènì tepelnì upravená; Pork, smoked, shoulder blade, boneless, commercially heat treated; ; 1.00; 6.25; 0.910;995;240; 19.5; 4.85; 7.76; 1.70; 0.04;0;0;0;0; 16.1; 3.5;1090; 2.7; 60.9
289; Maso vepøové, krkovice bez kosti, uzená, syrová; Pork, smoked, shoulder blade, boneless, raw; ; 1.00; 6.25; 0.910;786;190; 15.6; 4.33; 6.14; 0.97; 0.06;0;0;0;0; 12.3; 4.0;1380; 3.5; 68.2
290; Maso vepøové, krkovice bez kosti, uzená, vaøená; Pork, smoked, shoulder blade, boneless, cooked; ; 1.00; 6.25; 0.910;1120;271; 24.3; 7.07; 9.30; 1.32; 0.04;0;0;0;0; 13.1; 3.0;1020; 2.6; 59.4
286; Maso vepøové, kıta bez kosti, libová, peèená; Pork, leg, separable lean only, roasted; ; 1.00; 6.25; 0.910;805;191; 6.1; 1.50; 2.57; 0.63; 0.01;0;0;0;0; 34.1; 1.3;57; 0.1; 58.5
282; Maso vepøové, kıta bez kosti, libová, syrová; Pork, leg, separable lean only, raw; ; 1.00; 6.25; 0.910;475;113; 3.2; 0.77; 1.36; 0.26; 0.01;0;0;0;0; 21.0; 1.2;52; 0.1; 74.5
285; Maso vepøové, kıta bez kosti, syrová (separovatelnı tuk 10 %); Pork, leg, separable lean and 10% separable fat, raw; ; 1.00; 6.25; 0.000;686;164; 9.5; 2.58; 3.89; 0.84; 0.02;0;0;0;0; 19.6; 1.1;50; 0.1; 69.7
283; Maso vepøové, kıta bez kosti, syrová (separovatelnı tuk 3 %); Pork, leg, separable lean and 3% separable fat, raw; ; 1.00; 6.25; 0.000;539;128; 5.1; 1.31; 2.12; 0.44; 0.01;0;0;0;0; 20.6; 1.2;51; 0.1; 73.0
284; Maso vepøové, kıta bez kosti, syrová (separovatelnı tuk 5 %); Pork, leg, separable lean and 5% separable fat, raw; ; 1.00; 6.25; 0.000;581;139; 6.4; 1.68; 2.62; 0.55; 0.02;0;0;0;0; 20.3; 1.2;51; 0.1; 72.1
281; Maso vepøové, peèenì bez kosti, libová, peèená; Pork, loin, boneless, separable lean only, roasted; ; 1.00; 6.25; 0.910;785;186; 5.4; 1.29; 2.39; 0.36; 0.01;0;0;0;0; 34.4; 1.1;41; 0.1; 59.1
277; Maso vepøové, peèenì bez kosti, libová, syrová; Pork, loin, boneless, separable lean only, raw; ; 1.00; 6.25; 0.910;528;125; 3.8; 0.91; 1.68; 0.25; 0.01;0;0;0;0; 22.8; 1.1;46; 0.1; 72.4
278; Maso vepøové, peèenì bez kosti, syrová (separovatelnı tuk 1 %); Pork, loin, boneless, separable lean and 1% separable fat, raw; ; 1.00; 6.25; 0.000;549;130; 4.4; 1.09; 1.93; 0.31; 0.01;0;0;0;0; 22.6; 1.1;46; 0.1; 71.9
279; Maso vepøové, peèenì bez kosti, syrová (separovatelnı tuk 3 %); Pork, loin, boneless, separable lean and 3% separable fat, raw; ; 1.00; 6.25; 0.000;590;140; 5.7; 1.45; 2.43; 0.42; 0.01;0;0;0;0; 22.3; 1.1;46; 0.1; 71.0
280; Maso vepøové, peèenì bez kosti, syrová (separovatelnı tuk 5 %); Pork, loin, boneless, separable lean and 5% separable fat, raw; ; 1.00; 6.25; 0.000;631;151; 6.9; 1.81; 2.93; 0.54; 0.01;0;0;0;0; 22.0; 1.1;45; 0.1; 70.1
271; Maso vepøové, plec bez kosti, kolena a kùe, libová, peèená; Pork, shoulder, separable lean only, roasted; ; 1.00; 6.25; 0.910;741;176; 4.3; 1.02; 1.89; 0.37; 0.01;0;0;0;0; 34.2; 1.2;61; 0.2; 60.5
267; Maso vepøové, plec bez kosti, kolena a kùe, libová, syrová; Pork, shoulder, separable lean only, raw; ; 1.00; 6.25; 0.910;494;117; 4.2; 1.03; 1.83; 0.27; 0.01;0;0;0;0; 19.9; 1.1;57; 0.1; 74.8
270; Maso vepøové, plec bez kosti, kolena a kùe, syrová (separovatelnı tuk 10 %); Pork, shoulder, separable lean and 10% separable fat, raw; ; 1.00; 6.25; 0.000;702;168; 10.4; 2.82; 4.32; 0.84; 0.02;0;0;0;0; 18.6; 1.0;54; 0.1; 69.9
268; Maso vepøové, plec bez kosti, kolena a kùe, syrová (separovatelnı tuk 3 %); Pork, shoulder, separable lean and 3% separable fat, raw; ; 1.00; 6.25; 0.000;556;133; 6.1; 1.57; 2.58; 0.44; 0.01;0;0;0;0; 19.5; 1.1;56; 0.1; 73.3
269; Maso vepøové, plec bez kosti, kolena a kùe, syrová (separovatelnı tuk 5 %); Pork, shoulder, separable lean and 5% separable fat, raw; ; 1.00; 6.25; 0.000;598;143; 7.3; 1.93; 3.07; 0.56; 0.01;0;0;0;0; 19.3; 1.1;56; 0.1; 72.4
552; Maso vepøové, strojnì oddìlené, nízkotlaké; Pork, meat, machine separated with low pressure, raw; ; 1.00; 6.25; 0.945;1088;263; 22.5; 3.99; 8.42; 2.70;0;0;0;0;0; 15.0; 1.3;97; 0.24; 60.6
293; Maso vepøové, vırobní, V1; Pork, production meat, type V1, raw; ; 1.00; 6.25; 0.910;482;114; 2.6; 1.01; 1.21; 0.15;0;0;0;0;0; 22.7; 1.2;43; 0.11; 74.1
550; Maso vepøové, vırobní, V10; Pork, production meat, V10, raw; ; 1.00; 6.25; 0.910;1683;408; 39.6; 14.03; 18.14; 3.49;0;0;0;0;0; 12.5; 0.6;63; 0.16; 45.5
294; Maso vepøové, vırobní, V2; Pork, production meat, type V2, raw; ; 1.00; 6.25; 0.910;541;129; 5.1; 1.90; 2.25; 0.45;0;0;0;0;0; 20.7; 1.1;47; 0.1; 73.5
295; Maso vepøové, vırobní, V3; Pork, production meat, type V3, raw; ; 1.00; 6.25; 0.910;727;174; 9.9; 3.93; 4.27; 0.70;0;0;0;0;0; 21.2; 1.0;53; 0.13; 67.5
296; Maso vepøové, vırobní, V4; Pork, production meat, type V4, raw; ; 1.00; 6.25; 0.910;908;219; 16.5; 5.94; 7.81; 1.22;0;0;0;0;0; 17.5; 0.9;58; 0.15; 65.4
297; Maso vepøové, vırobní, V5; Pork, production meat, type V5, raw; ; 1.00; 6.25; 0.910;1495;362; 33.8; 13.46; 14.81; 2.13;0;0;0;0;0; 14.4; 0.7;41; 0.10; 49.0
298; Maso vepøové, vırobní, V6; Pork, production meat, type V6, raw; ; 1.00; 6.25; 0.910;2020;490; 49.4; 19.46; 21.09; 4.36;0;0;0;0;0; 11.3; 0.5;44; 0.11; 37.9
546; Maso vepøové, vırobní, V7; Pork, production meat, V7, raw; ; 1.00; 6.25; 0.910;2782;676; 72.8; 29.40; 27.77; 8.49;0;0;0;0;0; 5.0; 0.3;25; 0.06; 21.2
547; Maso vepøové, vırobní, V8; Pork, production meat, V8, raw; ; 1.00; 6.25; 0.910;2945;716; 77.9; 30.61; 31.41; 7.65;0;0;0;0;0; 3.8; 0.2;26; 0.07; 17.9
548; Maso vepøové, vırobní, V9; Pork, production meat, V9, raw; ; 1.00; 6.25; 0.910;1902;461; 46.2; 17.60; 19.34; 4.59;0;0;0;0;0; 11.3; 0.6;35; 0.09; 40.7
792; Mazanec (vánoèka), modelová receptura; Mazanec (vanocka), Easter (Christmas) sweet bread, model recipe; ; 1.00; 6.25; 0.956;1464;348; 10.5; 4.05; 4.10; 1.63; 0.00; 56.6; 53.5; 18.1; 3.1; 8.3; 1.1;208; 0.5; 23.6
354; McChicken (firma McDONALD´S); McChicken, McDONALD'S; ; 1.00; 6.25; 0.000;1100;263; 10.6; 1.70; 4.48; 3.76; ; 30.2; ; ; ; 11.6; 2.1;539; 1.3; 45.5
192; Med vèelí; Honey; ; 1.00; 6.25; 0.800;1390;328;0; ; ; ; ; 81.7; 81.7; ;0; 0.3; 0.2;3;0; 17.8
557; Melan vajeèná; Egg, hen, melange, raw; ; 1.00; 6.25; 0.830;612;147; 10.1; 2.82; 4.53; 0.98;0; 1.5; 1.5; 0.3;0; 12.5; 1.0;115; 0.29; 74.9
331; Melasa; Molasses; ; 1.00; 6.25; 0.000;1270;304; 0.1; 0.02; 0.03; 0.05; ; 74.7; 74.7; ;0;0; 3.3;37;0; 21.9
40; Meruòky; Apricots, raw; Prunus armeniaca, synonymum Armeniaca vulgaris; 0.94; 6.25; 0.800;223;53; 0.1; 0.03; 0.02; 0.03;0; 13.8; 11.2; 8.9; 2.6; 0.5; 0.8;0;0; 84.8
744; Meruòky sušené; Apricots, dried; Prunus armeniaca, synonymum Armeniaca vulgaris; 1.00; 6.25; 0.800;1170;276; 0.5; 0.18; 0.09; 0.13;0; 69.2; 61.9; 38.3; 7.4; 2.3; 4.6;9; 0.02; 23.3
959; Meruòky, lyofilizované; Apricot, lyophilized; Prumus armeniaca; 1.00; 6.25; 0.800;1468;347; 0.8;0;0;0;0; 87.0; 72.2; 49.0; 14.8; 5.5; 6.2;6; 0.01; 0.5
